,summary,Hazard,Causes,Impacts,Mitigation,Adaptation,Resilience,Vulnerability,word
jahrzehntelang,2.6036471869963296,0.011308891938445868,-0.0580371897960593,-0.27116389972872457,0.43614423720560924,-0.09953416075781558,0.4334424959821934,0.5676451400618974,jahrzehntelang
boden jahrzehntelang,2.6036471869963296,0.011308891938445868,-0.0580371897960593,-0.27116389972872457,0.43614423720560924,-0.09953416075781558,0.4334424959821934,0.5676451400618974,boden jahrzehntelang
Minen,2.6626515925586145,-0.011100347346364217,-0.08044642908086937,-0.29357313901353466,0.5106717433914528,-0.12194340004262562,0.4110332566973833,0.5452359007770874,Minen
jahrzehntelang mine+n,2.6626515925586145,-0.011100347346364217,-0.08044642908086937,-0.29357313901353466,0.5106717433914528,-0.12194340004262562,0.4110332566973833,0.5452359007770874,jahrzehntelang mine+n
verunmöglichen,2.7013066614251655,-0.02551348638025112,-0.09485956811475607,-0.30798627804742174,0.5550221640600506,-0.13635653907651255,0.3966201176634963,0.5308227617432004,verunmöglichen
mine+n verunmöglich+en,2.7013066614251655,-0.02551348638025112,-0.09485956811475607,-0.30798627804742174,0.5550221640600506,-0.13635653907651255,0.3966201176634963,0.5308227617432004,mine+n verunmöglich+en
verunmöglich+en land+wirtschaft,3.0321227806450293,-0.14104084365529654,-0.21038692538980155,-0.42351363532246705,0.8372077010075385,-0.25188389635155783,0.2810927603884509,0.4152954044681551,verunmöglich+en land+wirtschaft
wilde,2.6739133476649894,-0.0153209544035798,-0.08466703613808488,-0.2977937460707504,0.5239306520672418,-0.12616400709984127,0.40681264964016767,0.5410152937198717,wilde
land+wirtschaft wild+e,2.6739133476649894,-0.0153209544035798,-0.08466703613808488,-0.2977937460707504,0.5239306520672418,-0.12616400709984127,0.40681264964016767,0.5410152937198717,land+wirtschaft wild+e
Deponien,2.64358961574079,-0.0039155782907663176,-0.07326166002527126,-0.2863883699579366,0.4875556105918429,-0.11475863098702752,0.4182180257529812,0.5524206698326853,Deponien
wild+e deponie+n,2.64358961574079,-0.0039155782907663176,-0.07326166002527126,-0.2863883699579366,0.4875556105918429,-0.11475863098702752,0.4182180257529812,0.5524206698326853,wild+e deponie+n
Brutstätten,2.598613935499071,0.013243917093566872,-0.05610216464093821,-0.2692288745736036,0.4293582970894099,-0.09759913560269459,0.43537752113731437,0.5695801652170184,Brutstätten
deponie+n brutstätte+n,2.598613935499071,0.013243917093566872,-0.05610216464093821,-0.2692288745736036,0.4293582970894099,-0.09759913560269459,0.43537752113731437,0.5695801652170184,deponie+n brutstätte+n
Krankheiten,20.361963724273426,0.18826810615758646,0.09275615133889294,0.03742885887425751,-0.028217218265809012,-0.3585164371214486,-1.6233129148585965,-1.4891102707788924,Krankheiten
brutstätte+n krankheit+en,2.5677471527351448,0.025193198033410573,-0.044152883701094596,-0.2572795936337598,0.386095199706613,-0.08564985466285083,0.44732680207715814,0.5815294461568622,brutstätte+n krankheit+en
selten,11.248384284855025,-0.2584072854079627,-0.5837682682171007,-0.025610045002604293,0.32069799424785217,0.41147037566522954,-1.0298687769278434,-0.8956661328481392,selten
umwelt selten,2.532779748472618,0.038904703835255044,-0.030441377899250138,-0.2435680878319155,0.33333971046773475,-0.07193834886100635,0.4610383078790024,0.5952409519587066,umwelt selten
Auslöser,8.907775082555547,0.22031646998419596,-0.1277176130317904,0.044679948020933835,-0.035076805737959224,-0.23540540584243613,-0.7965687778646805,-0.6623661337849764,Auslöser
selten auslöser,2.5272414853907024,0.041093732314579856,-0.028252349419925264,-0.24137905935259055,0.3245840419912714,-0.06974932038168155,0.46322733635832725,0.5974299804380313,selten auslöser
Kriege,5.782998896136135,0.00038798427927541363,0.6142125026411942,-0.2075799910607728,-0.08354195624674714,-0.341965580313856,-0.3645666660108548,-0.2303640219311505,Kriege
auslöser krieg+e,2.5183540388240835,0.044616589315483506,-0.024729492419021535,-0.23785620235168706,0.31028929762414853,-0.06622646338077796,0.466750193359231,0.6009528374389351,auslöser krieg+e
krieg+e gleichzeitig,2.5114087147390003,0.047378281601849294,-0.02196780013265585,-0.2350945100653212,0.2989025612618093,-0.06346477109441213,0.4695118856455967,0.6037145297253009,krieg+e gleichzeitig
stillsten,2.4997015794548063,0.0520507617095016,-0.01729532002500337,-0.23042202995766872,0.27926359977480575,-0.05879229098675967,0.4741843657532492,0.6083870098329532,stillsten
gleichzeitig still+st+en,2.4997015794548063,0.0520507617095016,-0.01729532002500337,-0.23042202995766872,0.27926359977480575,-0.05879229098675967,0.4741843657532492,0.6083870098329532,gleichzeitig still+st+en
Opfer,8.06679619498642,0.08668447936215187,-0.23128807334574542,0.09188090139606618,0.02725404415225011,-0.07839546941781125,-0.6974006793109626,-0.5631980352312586,Opfer
still+st+en opfer,2.495800992814591,0.053612401354958227,-0.01573368037954689,-0.22886039031221217,0.27259208155905407,-0.0572306513413031,0.4757460053987057,0.6099486494784098,still+st+en opfer
ökologischen,3.8778667246110237,0.14328932234428648,-0.060727831969045895,-0.08470602902196735,0.11690408853074599,-0.13795240650188567,0.03507053309650005,0.16927317717620416,ökologischen
der ökologisch+en,2.491908544606155,0.05517321758511253,-0.014172864149392507,-0.2272995740820578,0.2658687846621534,-0.05566983511114882,0.47730682162885996,0.611509465708564,der ökologisch+en
ökologisch+en folge+n,2.487762118938528,0.05683855929386342,-0.01250752244064153,-0.22563423237330701,0.2586333369811839,-0.05400449340239797,0.47897216333761083,0.6131748074173151,ökologisch+en folge+n
bewaffneten,2.579255621489336,0.17019387257517862,-0.048624801995264436,-0.2617515119279299,0.215629706763579,-0.09012177295702062,0.44285488378298815,0.5770575278626922,bewaffneten
folge+n bewaffn+et+en,2.4845793450693283,0.05811875065920811,-0.011227331075296845,-0.22435404100796238,0.25302717768354654,-0.052724302037053083,0.4802523547029557,0.6144549987826599,folge+n bewaffn+et+en
Konflikten,5.108768905294484,-0.0555852317832673,-0.2751925821214816,0.08730281248918882,0.12183520607282211,0.028338940211951595,-0.2406027341765964,-0.10640009009689225,Konflikten
bewaffn+et+en konflikt+en,2.481397829951875,0.059400075740096106,-0.009946005994408815,-0.22307271592707428,0.24737715314325695,-0.05144297695616526,0.4815336797838436,0.6157363238635478,bewaffn+et+en konflikt+en
Jahrzehnte,2.477106606871247,0.06113092995496168,-0.00821515177954351,-0.2213418617122089,0.23968225408042598,-0.04971212274129991,0.483264533998709,0.6174671780784132,Jahrzehnte
konflikt+en jahrzehnt+e,2.477106606871247,0.06113092995496168,-0.00821515177954351,-0.2213418617122089,0.23968225408042598,-0.04971212274129991,0.483264533998709,0.6174671780784132,konflikt+en jahrzehnt+e
sogar,30.655898484844627,0.21621788535091765,0.06128099910115854,0.06897836608012463,-0.1335464584175234,-0.33425419307337584,-2.0324693680699863,-1.8982667239902822,sogar
jahrzehnt+e sogar,2.4736986879246117,0.06250764314886618,-0.006838438585639011,-0.2199651485183044,0.23350959379632988,-0.04833540954739536,0.48464124719261353,0.6188438912723176,jahrzehnt+e sogar
Jahrhunderte,2.472505945779607,0.06298992896453823,-0.00635615276996681,-0.21948286270263234,0.23133614218233278,-0.04785312373172313,0.48512353300828576,0.6193261770879898,Jahrhunderte
sogar jahr+hundert+e,2.472505945779607,0.06298992896453823,-0.00635615276996681,-0.21948286270263234,0.23133614218233278,-0.04785312373172313,0.48512353300828576,0.6193261770879898,sogar jahr+hundert+e
andauern,2.4700631529938333,0.063978399913899,-0.0053676818206059235,-0.21849439175327146,0.22686342227242473,-0.046864652782362334,0.48611200395764664,0.6203146480373507,andauern
jahr+hundert+e an+dauer+n,2.4700631529938333,0.063978399913899,-0.0053676818206059235,-0.21849439175327146,0.22686342227242473,-0.046864652782362334,0.48611200395764664,0.6203146480373507,jahr+hundert+e an+dauer+n
doch…,2.468303982473793,0.06469085022234893,-0.004655231512156227,-0.2177819414448216,0.22362445576782639,-0.04615220247391252,0.4868244542660963,0.6210270983458005,doch…
an+dauer+n doch…,2.468303982473793,0.06469085022234893,-0.004655231512156227,-0.2177819414448216,0.22362445576782639,-0.04615220247391252,0.4868244542660963,0.6210270983458005,an+dauer+n doch…
+5893,2.467128985081645,0.06516699787629202,-0.004179083858213072,-0.2173057937908785,0.22145262156914036,-0.0456760548199695,0.4873006019200394,0.6215032459997435,+5893
doch… +5893,2.467128985081645,0.06516699787629202,-0.004179083858213072,-0.2173057937908785,0.22145262156914036,-0.0456760548199695,0.4873006019200394,0.6215032459997435,doch… +5893
+5893 char+s,2.4661563213751863,0.06556132484448467,-0.0037847568900203936,-0.21691146682268594,0.21964963011970806,-0.04528172785177669,0.487694928888232,0.6218975729679362,+5893 char+s
Kappung,5.9859648086381805,-0.045642174132509046,-0.2466312611322708,0.004447556488567484,0.12606496331465927,0.15863000641794753,-0.39906180818434506,-0.2648591641046409,Kappung
zeitweise kappung,5.9859648086381805,-0.045642174132509046,-0.2466312611322708,0.004447556488567484,0.12606496331465927,0.15863000641794753,-0.39906180818434506,-0.2648591641046409,zeitweise kappung
kappung wasser,6.659619929248043,-0.21750356071086835,-0.4032122127767548,-0.020943017908894704,0.25132885636784447,0.3385182690967148,-0.5057066929590277,-0.3715040488793236,kappung wasser
wasser groß+en,5.791818134993961,-0.07788740071294692,-0.26359605277883325,-0.0034003588977286037,0.1498020304117547,0.19254931148056578,-0.3660905329611062,-0.23188788888140213,wasser groß+en
groß+en stadt+en,5.743694905403853,-0.0337056727725787,-0.22789918836957757,0.005101836416221667,0.11378665356210145,0.1395706047966682,-0.3577469926963962,-0.2235443486166921,groß+en stadt+en
stadt+en der,5.819445117879988,0.002074899621789994,-0.20334818043384942,0.013343613505026082,0.08357219906460871,0.09459813801223953,-0.3708491943433228,-0.2366465502636185,stadt+en der
beispiellosen,10.68035381500931,0.12532649054680597,-0.21064507408203573,0.08167574809073445,-0.029161088500971984,-0.06162090201502121,-0.9780502394451203,-0.843847595365416,beispiellosen
iran beispiellos+en,10.68035381500931,0.12532649054680597,-0.21064507408203573,0.08167574809073445,-0.029161088500971984,-0.06162090201502121,-0.9780502394451203,-0.843847595365416,iran beispiellos+en
beispiellos+en dürre,17.654189287410972,0.1981022705955482,-0.20816651912069764,0.11246590420382428,-0.10468398115809929,-0.17128117063535692,-1.4806173863254606,-1.3464147422457564,beispiellos+en dürre
heimgesucht,16.11026888929323,0.19038117124698892,-0.20513608034367867,0.10815435895946168,-0.09620989891184577,-0.15995102908293155,-1.38910116559658,-1.2548985215168758,heimgesucht
dürre heim+ge+such+t,12.83199873139678,0.16020185875136014,-0.20489666145667212,0.09473920223147464,-0.06387427865565859,-0.11308465749563493,-1.1615862299773094,-1.0273835858976053,dürre heim+ge+such+t
heim+ge+such+t groß+en,8.69317874454121,-0.011322866869629578,-0.29362255653211694,0.04631768754100876,0.0973624432536007,0.12903055269582794,-0.7721829434947773,-0.637980299415073,heim+ge+such+t groß+en
groß+en stadt+e,8.510569461027359,0.0032563859078840037,-0.277885456343562,0.04891988267335434,0.08356712660892916,0.1080115715076117,-0.7509531347515532,-0.6167504906718493,groß+en stadt+e
stadt+e land+es,8.105670854995816,0.04257580831604598,-0.27950795543794305,0.035816972974351276,0.06928929777490693,0.09120112167460112,-0.702208199989489,-0.5680055559097849,stadt+e land+es
Einschränkungen,17.77405719182223,-0.1672518261430742,-0.112076320735195,0.1602409000670489,-0.016142131220971422,0.1015546028687018,-1.4873842107504993,-1.3531815666707951,Einschränkungen
land+es einschränkung+en,8.120689553006924,0.05187975236663037,-0.3226230838274119,0.013977065307743102,0.08832616416583278,0.12585375869069867,-0.7040593486047362,-0.5698567045250318,land+es einschränkung+en
einschränkung+en wasser+versorgung,10.728082657779964,0.12115930031937114,-0.6768037988991998,-0.11493156839629017,0.19255916447092514,0.3096589673514453,-0.9825091285292252,-0.8483064844495211,einschränkung+en wasser+versorgung
zwingen,18.407683258374032,0.19058809313674777,-0.24796320097761052,0.0892117701523208,-0.06659857980748969,-0.10342923910926621,-1.522412423563041,-1.3882097794833368,zwingen
wasser+versorgung zwing+en,5.209768691748072,0.043602162586547005,-0.2826350827970241,-0.053854467467179076,0.11727670628650755,0.16024710274782883,-0.2601797355179892,-0.125977091438285,wasser+versorgung zwing+en
zweitgrößte,4.557369728677074,-0.007286915020332518,-0.20491178887022501,-0.02882002204990923,0.10622560233646709,0.13129564505858665,-0.12638992093418508,0.007812723145519045,zweitgrößte
stau+see+n zweitgrößt+e,4.557369728677074,-0.007286915020332518,-0.20491178887022501,-0.02882002204990923,0.10622560233646709,0.13129564505858665,-0.12638992093418508,0.007812723145519045,stau+see+n zweitgrößt+e
iranische,7.64310682933612,-0.01681426354125884,-0.3001764404150792,0.13075291169902134,0.021586522936580553,0.037819607257139336,-0.6434484512875767,-0.5092458072078725,iranische
zweitgrößt+e iranisch+e,4.63141280701321,-0.04311623929237595,-0.22408377249231243,-0.029062399800269336,0.130641974998769,0.1657335407936932,-0.1425062411709477,-0.008303597091243694,zweitgrößt+e iranisch+e
Stadt,36.134048483551375,-0.25945247161273843,-0.3950348977126647,0.1611866436238084,0.011837792900581326,0.1315698261171721,0.9119848929002842,-2.0626772257577035,Stadt
iranisch+e stadt,4.798974252594714,-0.08108025901486743,-0.24913000362202206,-0.028180834477890406,0.15626435447350134,0.20180287253724033,-0.17804647541683233,-0.0438438313371282,iranisch+e stadt
Maschhad,4.954333238607857,-0.11301457635073615,-0.2742422654795597,-0.029002975571378185,0.178499098104618,0.23329767216306174,-0.20990687309455214,-0.0757042290148478,Maschhad
stadt maschhad,4.954333238607857,-0.11301457635073615,-0.2742422654795597,-0.029002975571378185,0.178499098104618,0.23329767216306174,-0.20990687309455214,-0.0757042290148478,stadt maschhad
maschhad wasser,5.985361561097291,-0.29900917623066664,-0.44732224073177596,-0.04171324595043186,0.2967057377684389,0.3983661798167558,-0.3989610261117878,-0.26475838203208363,maschhad wasser
wasser versorg+en,7.513334921680005,-0.2118020063639479,-0.42936842012470705,0.019192756110097943,0.22926303575210716,0.31635338792591244,-0.6263237090628516,-0.49212106498314756,wasser versorg+en
versorg+en sink,4.98658167114578,-0.09588636235290361,-0.2388502641712947,-0.013481104032939882,0.1537679790442562,0.19519055868618437,-0.2163949168922599,-0.08219227281255574,versorg+en sink
sink was…,4.919979137112495,-0.06183844221828485,-0.2103374214301334,-0.00737692809642567,0.12618761760991326,0.15466755191177994,-0.20294856778656256,-0.06874592370685836,sink was…
was… kopier+e,4.909604091935424,-0.04730497955013681,-0.19910174056198682,-0.004488072423099735,0.114154475889066,0.13683169092745262,-0.20083758326399753,-0.06663493918429333,was… kopier+e
hin+zu+füg+en der,9.964496762620152,0.1421287497352439,-0.1109843994768233,0.04631053766313877,-0.060144448112596186,-0.07114247691235201,-0.9086727296154926,-0.7744700855357884,hin+zu+füg+en der
+3662,5.082976659124741,0.0388717548655739,-0.26419931102205435,-0.04808681738810213,0.11129631023679623,0.14921001462723327,-0.23554132422114513,-0.1013386801414409,+3662
wasser+versorgung +3662,5.082976659124741,0.0388717548655739,-0.26419931102205435,-0.04808681738810213,0.11129631023679623,0.14921001462723327,-0.23554132422114513,-0.1013386801414409,wasser+versorgung +3662
+3662 chars,4.932888485324052,0.0332697563314512,-0.24302957002907752,-0.041644311699244235,0.10435014787701706,0.13629987277121083,-0.20556899385808286,-0.07136634977837866,+3662 chars
iran führ+t,7.485876374840869,0.04387327179243995,-0.2215310647476201,0.06640675062362435,0.028972393659418897,0.024417777218544563,-0.6226623728804805,-0.4884597288007764,iran führ+t
landesweite,7.136349718661705,-0.009301598124867416,-0.2554151064596044,0.04890490019655392,0.057792911956460816,0.11936900579163359,-0.5748456794524905,-0.44064303537278626,landesweite
führ+t landesweit+e,7.136349718661705,-0.009301598124867416,-0.2554151064596044,0.04890490019655392,0.057792911956460816,0.11936900579163359,-0.5748456794524905,-0.44064303537278626,führ+t landesweit+e
landesweit+e wasserrationierung,7.862145459176486,-0.23775467606446946,-0.4566632908478029,-0.037481055906110915,0.13603303464230912,0.485059367500372,-0.6717038060929201,-0.5375011620132161,landesweit+e wasserrationierung
wasserrationierung nach,5.731939751738901,-0.06749514451613259,-0.2532037965820189,0.037344720054636,0.06384949923475754,0.1808184899568618,-0.35569827676429194,-0.2214956326845877,wasserrationierung nach
nach monat+en,12.062026372951717,0.053963885873380385,-0.2890234739527193,0.07225071022939965,0.02855681830100985,0.07336864636545638,-1.0997064791913524,-0.9655038351116483,nach monat+en
nennenswerten,5.255014998014357,-0.05312319086440945,-0.22098563881380937,0.05174032596172667,0.050101798039540596,0.12410195087216272,-0.26882713608696746,-0.13462449200726345,nennenswerten
monat+en nennenswert+en,5.255014998014357,-0.05312319086440945,-0.22098563881380937,0.05174032596172667,0.050101798039540596,0.12410195087216272,-0.26882713608696746,-0.13462449200726345,monat+en nennenswert+en
nennenswert+en regen,5.0175933090873635,-0.0503054437205834,-0.2070255303697138,0.059814579820933855,0.04289546899004096,0.09865215863623303,-0.2225946759599866,-0.08839203188028254,nennenswert+en regen
verschärft,40.51414365638757,-0.07507261806065935,-0.17339162983282663,0.21105749473892732,-0.08335841165383082,-0.07224577121429196,-2.311295416946528,0.675150264561914,verschärft
regen verschärf+t,4.936078598748263,-0.050105288933913916,-0.20258260492281888,0.06298359013133753,0.04021497222377073,0.09018309360371485,-0.20621548776329998,-0.07201284368359592,regen verschärf+t
verschärf+t lage,11.806921777223302,0.021222974138586353,-0.1987455181165767,-0.055306734437812144,0.20532598809668914,-0.1292410688284769,-1.078330228499935,1.8866237413237892,verschärf+t lage
lage viel+en,4.654516716287198,-0.053393166742052224,-0.1891365515676169,0.07747349010583221,0.029027449974971982,0.06069250346243115,-0.14748236270848458,-0.013279718628780293,lage viel+en
viel+en region+en,7.896012774260249,0.15079967568581495,-0.020570373881007957,-0.07944522259344548,-0.10626484187732102,0.09139444399019134,-0.6760021976596123,-0.5417995535799082,viel+en region+en
region+en iran,8.16310913739653,0.08083500470282556,-0.20649830736371594,0.07478073998870725,-0.001976399806845204,-0.022602722640963,-0.7092693958610629,-0.5750667517813587,region+en iran
Behörden,36.26006664911633,0.042089746787046536,-0.30750213431424694,0.1897805280773675,-0.064911999434706,-0.030614832365643645,-2.200361321129895,-2.066158677050191,Behörden
behörde+n setz+en,4.554370491927768,-0.08721423392987239,-0.2073091286455674,0.09123746671754397,0.04223419359322276,0.07332883214244103,-0.12573159732420272,0.00847104675550139,behörde+n setz+en
nächtliche,4.5617271236744354,-0.10372040119792741,-0.21951321210063768,0.09572316381853893,0.05069616730401328,0.0848825463971271,-0.12734558472404156,0.006857059355662389,nächtliche
setz+en nächtlich+e,4.5617271236744354,-0.10372040119792741,-0.21951321210063768,0.09572316381853893,0.05069616730401328,0.0848825463971271,-0.12734558472404156,0.006857059355662389,setz+en nächtlich+e
nächtlich+e abschaltung+en,4.5871408187394245,-0.12301477548924468,-0.2347971737875951,0.10055721183092005,0.06078867053297942,0.0992731176695967,-0.1329011923884186,0.0013014516912854797,nächtlich+e abschaltung+en
appellieren,8.586283714676037,-0.3741641808331189,-0.2605722166227936,0.003526746079126118,0.24730839275899777,0.37314145252274816,-0.7598102908430153,-0.6256076467633112,appellieren
abschaltung+en appellier+en,4.688219932441226,-0.16518401289428458,-0.2709451627184216,0.10888931520657329,0.0841631749355882,0.1334113165513999,-0.15469724280655783,-0.020494598726853608,abschaltung+en appellier+en
appellier+en bevölkerung,4.992854970905163,-0.24728090930433708,-0.3473029218314209,0.11454669153671944,0.1353469156763702,0.20678633492696316,-0.21765216232819595,-0.08344951824849182,appellier+en bevölkerung
bevölkerung wasser,14.3304235795186,-1.3135865371613566,-0.5083746202606761,0.31200662310618554,0.24405894106757897,0.4266390214718511,-1.2720290780524577,-1.1378264339727535,bevölkerung wasser
wasser speicher+n,5.153547695308394,-0.29950202047480484,-0.39327531022064577,0.15437756234666938,0.13252868147376917,0.2101915614718048,-0.24932962810267878,-0.1151269840229747,wasser speicher+n
speicher+n spar+en,5.978385399639395,-0.4616243437014447,-0.5511917753462137,0.10641737723275435,0.25948093235626213,0.37521409401489403,-0.39779480916128585,-0.2635921650815818,speicher+n spar+en
alarmierendes,7.095250116385551,-0.35422335284682327,-0.5218691039563645,0.2805864393304009,0.06681803408995746,0.15145020272704826,-0.5690698401919085,-0.43486719611220437,alarmierendes
erreich+t alarmier+end+es,7.095250116385551,-0.35422335284682327,-0.5218691039563645,0.2805864393304009,0.06681803408995746,0.15145020272704826,-0.5690698401919085,-0.43486719611220437,erreich+t alarmier+end+es
alarmier+end+es der,5.948687419198471,-0.46268339056328034,-0.5503777496847785,0.2873578972021525,0.0983743005927141,0.19363127841723674,-0.39281487112162194,-0.2586122270419178,alarmier+end+es der
Ausmaß,6.529559698836233,-0.19044367477648366,-0.1909638860224476,0.170274491750318,0.027046882198277628,0.07117446422270575,-0.48598379129360997,-0.3517811472139058,Ausmaß
alarmier+end+es ausmaß,4.323556233971431,-0.20623817283881649,-0.2740118678596025,0.15192834121238402,0.06263571773667297,0.10390095131572083,-0.07372254363466259,0.06048010044504156,alarmier+end+es ausmaß
vollständigen,5.88869440175697,-0.1925452105974656,0.1150844303217076,-0.05516169525088453,-0.04249786220053178,0.27221996270588084,-0.38267858726941345,-0.2484759431897091,vollständigen
kurz vollständig+en,3.752971775706517,-0.11069954054452631,-0.1632664283990253,0.08060828029831614,0.04711595751150777,0.05958764676801152,0.06780772262166165,0.20201036670136585,kurz vollständig+en
vollständig+en aus+trockn+en,3.7177945608077265,-0.10600420655772073,-0.15698125004385047,0.07615945509084254,0.046478157981818896,0.05724412020836645,0.07722508980822113,0.2114277338879254,vollständig+en aus+trockn+en
Cou…,3.676962980933385,-0.10078423454831839,-0.14979317864245778,0.07101087235587532,0.04580584866733818,0.05462566749146778,0.08826858775228447,0.22247123183198847,Cou…
der cou…,3.676962980933385,-0.10078423454831839,-0.14979317864245778,0.07101087235587532,0.04580584866733818,0.05462566749146778,0.08826858775228447,0.22247123183198847,der cou…
+3832,3.664295549513247,-0.09921588916257955,-0.1475868165060542,0.06941726688255963,0.04561255083592935,0.05383663891056418,0.09171961564882161,0.2259222597285257,+3832
cou… +3832,3.664295549513247,-0.09921588916257955,-0.1475868165060542,0.06941726688255963,0.04561255083592935,0.05383663891056418,0.09171961564882161,0.2259222597285257,cou… +3832
+3832 chars,3.6520490585160723,-0.09772287378608621,-0.1454644305082753,0.06787834485942353,0.04543267809676586,0.05308465802847296,0.09506732631327143,0.22926997039297567,+3832 chars
Erlösung,2.547620554841149,-0.15104156972344002,0.5365495752794636,-0.24941048122479695,-0.048538715077659444,-0.07778074225388786,0.455195914486121,0.589398558565825,Erlösung
Klimaschuld,2.5564971705112556,-0.15451979068027183,0.5471479887825967,-0.2528887021816288,-0.052016936034491125,-0.0812589632107195,0.45171769352928914,0.5859203376089933,Klimaschuld
erlösung klima+schuld,2.5564971705112556,-0.15451979068027183,0.5471479887825967,-0.2528887021816288,-0.052016936034491125,-0.0812589632107195,0.45171769352928914,0.5859203376089933,erlösung klima+schuld
klima+schuld der,2.5645271722631287,-0.15765588525655225,0.5565774731149307,-0.25602479675790923,-0.055153030610771606,-0.08439505778699997,0.4485815989530088,0.5827842430327129,klima+schuld der
der ab+lass+handel,2.566956215989372,-0.15860260717841593,0.5594008917186537,-0.2569715186797729,-0.05609975253263541,-0.08534177970886388,0.44763487703114513,0.5818375211108493,der ab+lass+handel
Westens,5.667932031127313,0.04237458051311573,0.1539823495369098,-0.04968125539495907,-0.025024412958157466,-0.0573958071330663,-0.3444686077867875,-0.21026596370708328,Westens
ab+lass+handel westen+s,2.5780404205315706,-0.16291134534625432,0.5721178929055973,-0.2612802568476111,-0.060408490700473695,-0.08965051787670207,0.4433261388633068,0.5775287829430109,ab+lass+handel westen+s
Südamerika,2.585956824433991,-0.1659773462476138,0.5810367383641838,-0.26434625774897064,-0.06347449160183322,-0.0927165187780616,0.4402601379619473,0.5744627820416514,Südamerika
westen+s südamerika,2.585956824433991,-0.1659773462476138,0.5810367383641838,-0.26434625774897064,-0.06347449160183322,-0.0927165187780616,0.4402601379619473,0.5744627820416514,westen+s südamerika
Soja,4.566151940096205,-0.034225905714933794,0.521893626384289,-0.1747627078833669,-0.030468587159530325,-0.25069435037110405,-0.12831510168136612,0.005887542398338038,Soja
südamerika soja,2.5945592152984136,-0.16929840488542777,0.5905782498586724,-0.26766731638678465,-0.06679555023964719,-0.09603757741587565,0.4369390793241333,0.5711417234038373,südamerika soja
soja china,2.8835254938696155,-0.27489543725286686,0.8421693392423486,-0.37326434875422376,-0.1723925826070862,-0.20163460978331468,0.3313420469566942,0.46554469103639834,soja china
verkaufen,4.186088260399649,-0.049750077786448396,0.5993326990484502,-0.18712805859454956,-0.16349968735437645,-0.23208308257342838,-0.04141098618023476,0.09279165789946937,verkaufen
china verkauf+en,2.893224075780879,-0.2782532393894553,0.8488420236826528,-0.37662215089081214,-0.17575038474367455,-0.20499241191990303,0.3279842448201057,0.46218688889980986,china verkauf+en
verkauf+en westen,2.880847654331825,-0.27396633718887864,0.8403111417179346,-0.37233524869023565,-0.17146348254309823,-0.20070550971932657,0.33227114702068233,0.4664737911003865,verkauf+en westen
westen schutz,2.9505220150065736,-0.29786387086187716,0.8865211249145066,-0.3962327823632343,-0.19536101621609667,-0.2246030433923251,0.3083736133476836,0.44257625742738793,westen schutz
Regenwaldes,2.9762940894477468,-0.3065606943925676,0.9025599838072493,-0.40492960589392457,-0.20405783974678704,-0.23329986692301558,0.29967678981699347,0.4338794338966974,Regenwaldes
schutz regen+wald+es,2.9762940894477468,-0.3065606943925676,0.9025599838072493,-0.40492960589392457,-0.20405783974678704,-0.23329986692301558,0.29967678981699347,0.4338794338966974,schutz regen+wald+es
Kasse,4.0769692240750555,-0.621235637064461,0.6286745166370686,-0.3507059443519846,0.1434038935416544,0.24217488332184647,-0.014998152854899976,0.11920449122480417,Kasse
regen+wald+es kasse,3.0202099344618305,-0.3212081056183895,0.9287020480831402,-0.41957701711974627,-0.21870525097260882,-0.24794727814883719,0.2850293785911716,0.4192320226708757,regen+wald+es kasse
bitten,5.046084666503077,-0.17197934915077132,0.432499816872301,-0.4225784834154909,0.13003647038944602,0.25058148125740964,-0.22825690672814608,-0.09405426264844187,bitten
kasse bitt+en,3.0391423624275906,-0.3274571199181516,0.9395370878918564,-0.4258260314195086,-0.22495426527237106,-0.2541962924485994,0.2787803642914094,0.4129830083711135,kasse bitt+en
politische,4.855442883748651,-0.795982081701321,0.6873543373746049,-0.3957796794865797,-0.43382006796107986,-0.3985175968962177,2.4498555855798627,-0.05554195341205586,politische
silva politisch+e,3.309093923300811,-0.41255617465670436,1.0707802444192216,-0.5109250861580613,-0.3100533200109239,-0.33929534718715215,0.19368130955285667,0.32788395363256073,silva politisch+e
Spiel,5.848988845344459,-0.35098420867340696,0.7461932923143383,-0.4083248354146686,0.010738519643528328,0.0805957357649711,-0.37591307706997046,-0.24171043299026623,Spiel
politisch+e spiel,3.4240509571725846,-0.4467061024457478,1.1162209502844505,-0.5450750139471047,-0.34420324779996725,-0.3734452749761956,0.15953138176381326,0.2937340258435173,politisch+e spiel
moralischen,3.6594149936089972,-0.513185058751288,1.1952598656078595,-0.6115539702526451,-0.41068220410550765,-0.4399242312817359,0.09305242545827283,0.22725506953797706,moralischen
spiel moralisch+en,3.6594149936089972,-0.513185058751288,1.1952598656078595,-0.6115539702526451,-0.41068220410550765,-0.4399242312817359,0.09305242545827283,0.22725506953797706,spiel moralisch+en
moralisch+en schuld,4.083081478660131,-0.6227337296501263,1.3038602672275819,-0.7211026411514833,-0.5202308750043456,-0.5494729021805741,-0.016496245440565185,0.1177063986391389,moralisch+en schuld
perfektioniert,3.211827459976408,-0.3827218392494433,1.027941729902731,-0.4810907507508002,-0.2802189846036628,-0.3094610117798911,0.22351564496011758,0.3577182890398218,perfektioniert
